accuracy,precisionByLabel,recallByLabel,f1,auc,confusion_matrix
0.9768766177739431,0.9794813337133086,0.9822806516147471,0.9768678827725029,0.9754608832986629,"[[3437.   62.]
 [  72. 2224.]]"
