accuracy,precisionByLabel,recallByLabel,f1,confusion_matrix
0.6117335077565073,0.6125071048635442,0.5149160592791225,0.6011660053009354,"[[144401.  76201.  59834.]
 [ 75045. 121643.  59740.]
 [ 16308.  19170. 216544.]]"
